SYMBOL,P
RXFP1,0.080214
C4orf46,0.20273
ETFDH,0.011993
PPID,0.024974
FNIP2,0.05932
C4orf45,0.096502
RAPGEF2,0.72052
FSTL5,0.73294
NAF1,0.14958
NPY1R,0.47451
NPY5R,0.79213
TKTL2,0.020825
TMA16,0.54559
MARCHF1,0.65722
ANP32C,0.93118
APELA,0.23467
FAM218BP,0.34183
TRIM61,0.11938
FAM218A,0.13234
TRIM60,0.082049
TMEM192,0.1196
KLHL2,0.10755
MSMO1,0.12693
CPE,0.1721
TLL1,0.31726
SPOCK3,0.50363
ANXA10,0.39484
DDX60,0.50006
DDX60L,0.50213
PALLD,0.29597
CBR4,0.60972
SH3RF1,0.67756
NEK1,0.000057818
CLCN3,1.2925E-07
HPF1,0.0012172
MFAP3L,0.65758
AADAT,0.83126
GALNTL6,0.82488
GALNT7,0.71003
HMGB2,0.85191
SAP30,0.47882
SCRG1,0.77362
HAND2,0.54767
FBXO8,0.20023
CEP44,0.19183
HPGD,0.30962
GLRA3,0.46603
ADAM29,0.78206
GPM6A,0.9738
WDR17,0.82165
SPATA4,0.99316
ASB5,0.96084
SPCS3,0.7427
VEGFC,0.39346
NEIL3,0.67942
AGA,0.58996
LOC285500,0.10956
TENM3,0.34876
DCTD,0.23591
WWC2,0.43548
CLDN22,0.58937
CLDN24,0.6964
CDKN2AIP,0.65842
ING2,0.14673
RWDD4,0.24649
TRAPPC11,0.015977
STOX2,0.19743
ENPP6,0.7295
IRF2,0.20165
CASP3,0.43345
PRIMPOL,0.46859
CENPU,0.51609
ACSL1,0.42284
HELT,0.96144
SLC25A4,0.39758
CFAP97,0.06336
SNX25,0.18978
LRP2BP,0.065568
ANKRD37,0.53991
UFSP2,0.37325
C4orf47,0.16176
CCDC110,0.56892
PDLIM3,0.7249
SORBS2,0.83756
TLR3,0.77716
FAM149A,0.2541
CYP4V2,0.82069
KLKB1,0.048115
F11,0.52169
MTNR1A,0.13165
FAT1,0.7782
ZFP42,0.94644
TRIML2,0.51736
TRIML1,0.66995
PLEKHG4B,0.17832
LRRC14B,0.031975
CCDC127,0.011849
SDHA,0.0014177
PDCD6,0.0016721
AHRR,0.081883
EXOC3,0.30198
SLC9A3,0.83655
CEP72,0.80364
TPPP,0.72842
ZDHHC11B,0.66985
ZDHHC11,0.77663
BRD9,0.79481
TRIP13,0.58819
NKD2,0.042471
SLC12A7,0.63461
NA,0.51458
SLC6A19,0.01404
SLC6A18,0.040613
TERT,0.4135
CLPTM1L,0.83208
SLC6A3,0.94035
LPCAT1,0.9705
MRPL36,0.15316
NDUFS6,0.66181
IRX4,0.16757
IRX2,0.35645
C5orf38,0.11834
IRX1,0.82941
ADAMTS16,0.59851
ICE1,0.17463
MED10,0.58954
UBE2QL1,0.33461
NSUN2,0.80896
SRD5A1,0.90666
TENT4A,0.38407
ADCY2,0.57413
C5orf49,0.67765
MTRR,0.086182
FASTKD3,0.06552
SEMA5A,0.75914
TAS2R1,0.31237
ATPSCKMT,0.57639
CCT5,0.76528
CMBL,0.43693
MARCHF6,0.51076
ROPN1L,0.18895
ANKRD33B,0.74107
DAP,0.15414
CTNND2,0.027177
DNAH5,0.99539
TRIO,0.16349
OTULINL,0.75417
OTULIN,0.017181
ANKH,0.069845
FBXL7,0.55665
MARCHF11,0.1258
ZNF622,0.91071
RETREG1,0.97693
MYO10,0.35078
BASP1,0.81845
CDH18,0.11865
CDH12,0.011138
PRDM9,0.50507
CDH10,0.02293
CDH9,0.077706
CDH6,0.4011
DROSHA,0.47064
C5orf22,0.90261
PDZD2,0.0035037
GOLPH3,0.33957
MTMR12,0.98689
ZFR,0.10542
SUB1,0.13993
NPR3,0.13742
TARS1,0.66607
ADAMTS12,0.72092
RXFP3,0.8685
SLC45A2,0.99787
AMACR,0.96232
C1QTNF3,0.86493
RAI14,0.94142
TTC23L,0.77135
RAD1,0.95091
BRIX1,0.4518
DNAJC21,0.59396
AGXT2,0.27582
PRLR,0.30505
SPEF2,0.53028
IL7R,0.4457
CAPSL,0.74038
UGT3A1,0.88003
UGT3A2,0.81325
LMBRD2,0.89641
SKP2,0.9199
NADK2,0.95676
RANBP3L,0.79928
SLC1A3,0.31368
NIPBL,0.038094
CPLANE1,0.25193
NUP155,0.11432
WDR70,0.054228
GDNF,0.11947
GDNF-AS1,0.077978
EGFLAM,0.69295
LIFR,0.59153
OSMR,0.35928
RICTOR,0.60313
FYB1,0.34338
C9,0.30408
DAB2,0.27148
PTGER4,0.805
TTC33,0.84734
PRKAA1,0.8644
RPL37,0.5814
CARD6,0.97225
C7,0.99704
MROH2B,0.96433
C6,0.75902
PLCXD3,0.38171
OXCT1,0.5393
C5orf51,0.45068
FBXO4,0.82329
GHR,0.20061
CCDC152,0.87049
SELENOP,0.81542
ANXA2R,0.9299
ZNF131,0.11655
NIM1K,0.007366
HMGCS1,0.41305
CCL28,0.76502
TMEM267,0.32544
C5orf34,0.50645
PAIP1,0.43033
NNT,0.75442
FGF10,0.6445
MRPS30,0.29544
HCN1,0.065068
EMB,0.33207
PARP8,0.15115
ISL1,0.033315
PELO,0.75874
ITGA1,0.42793
ITGA2,0.43972
MOCS2,0.69827
FST,0.21559
NDUFS4,0.00063511
ARL15,0.27684
HSPB3,0.47072
SNX18,0.95459
ESM1,0.80509
GZMK,0.77189
GZMA,0.79863
CDC20B,0.43183
GPX8,0.78491
MCIDAS,0.61446
CCNO,0.098429
DHX29,0.51663
MTREX,0.19356
PLPP1,0.29334
SLC38A9,0.23107
DDX4,0.32401
IL31RA,0.32925
IL6ST,0.77008
ANKRD55,0.90497
C5orf67,0.11017
MAP3K1,0.89626
SETD9,0.7792
MIER3,0.91976
GPBP1,0.85022
ACTBL2,0.0095068
PLK2,0.92314
GAPT,0.71322
RAB3C,0.65978
PDE4D,0.48347
DEPDC1B,0.016283
ELOVL7,0.067067
ERCC8,0.075838
NDUFAF2,0.081429
SMIM15,0.085906
ZSWIM6,0.38081
C5orf64,0.061982
KIF2A,0.024173
DIMT1,0.072332
IPO11,0.01908
LRRC70,0.24703
HTR1A,0.7903
RNF180,0.64299
RGS7BP,0.89065
SHISAL2B,0.95999
SREK1IP1,0.86604
CWC27,0.53784
ADAMTS6,0.61508
CENPK,0.20411
PPWD1,0.26028
TRIM23,0.23262
TRAPPC13,0.2021
SGTB,0.40067
NLN,0.88031
ERBIN,0.85436
SREK1,0.58608
MAST4,0.12036
CD180,0.69589
PIK3R1,0.63322
SLC30A5,0.71214
CCNB1,0.09792
CENPH,0.073479
MRPS36,0.12228
CDK7,0.23154
CCDC125,0.82244
TAF9,0.56257
RAD17,0.54037
MARVELD2,0.60877
OCLN,0.22626
GTF2H2C,0.6892
NAIP,0.28338
BDP1,0.064685
MCCC2,0.17009
CARTPT,0.55427
MAP1B,0.26832
MRPS27,0.085789
PTCD2,0.048853
ZNF366,0.062597
TNPO1,0.73633
FCHO2,0.67245
TMEM171,0.86369
TMEM174,0.092233
FOXD1,0.13556
BTF3,0.26928
ANKRA2,0.58848
UTP15,0.28075
ARHGEF28,0.60339
ENC1,0.66006
HEXB,0.94215
GFM2,0.27438
NSA2,0.44406
FAM169A,0.34765
GCNT4,0.1519
ANKRD31,0.055487
HMGCR,0.28882
CERT1,0.19207
POLK,0.1304
ANKDD1B,0.23841
POC5,0.051163
SV2C,0.27984
IQGAP2,0.54388
F2RL2,0.8641
F2R,0.30908
F2RL1,0.75636
S100Z,0.23589
CRHBP,0.8729
AGGF1,0.66247
ZBED3,0.68622
PDE8B,0.010295
WDR41,0.28596
OTP,0.6171
TBCA,0.21381
AP3B1,0.56671
SCAMP1,0.42345
LHFPL2,0.98313
ARSB,0.6419
DMGDH,0.84448
BHMT2,0.51233
BHMT,0.7113
JMY,0.4415
HOMER1,0.0087793
TENT2,0.036281
CMYA5,0.94
MTX3,0.29596
THBS4,0.10787
SERINC5,0.83355
SPZ1,0.73495
ZFYVE16,0.9761
FAM151B,0.90685
ANKRD34B,0.83873
DHFR,0.92407
MTRNR2L2,0.88052
MSH3,0.66461
RASGRF2,0.7709
CKMT2,0.15848
ZCCHC9,0.58585
ACOT12,0.47731
SSBP2,0.55174
ATG10,0.56692
RPS23,0.33091
ATP6AP1L,0.52266
TMEM167A,0.49633
XRCC4,0.65813
VCAN,0.45399
HAPLN1,0.7186
EDIL3,0.56237
COX7C,0.9342
RASA1,0.2015
CCNH,0.077036
TMEM161B,0.24414
MEF2C,2.0455E-07
CETN3,0.64852
MBLAC2,0.18565
POLR3G,0.44807
LYSMD3,0.29293
ADGRV1,0.57701
ARRDC3,0.83776
NR2F1,0.068139
FAM172A,0.52523
KIAA0825,0.0041727
SLF1,0.031111
MCTP1,0.17971
FAM81B,0.11122
TTC37,0.92642
ARSK,0.86489
GPR150,0.012573
RFESD,0.23601
SPATA9,0.40909
RHOBTB3,0.039969
GLRX,0.13426
ELL2,0.87439
PCSK1,0.01254
CAST,0.15808
ERAP1,0.41034
ERAP2,0.61954
NA,0.3573
LNPEP,0.3806
LIX1,0.45882
RIOK2,0.37837
RGMB,0.20124
CHD1,0.048481
LOC100652833,0.1036
LOC441098,0.36033
FAM174A,0.94085
ST8SIA4,0.8553
SLCO4C1,0.72033
SLCO6A1,0.85242
PAM,0.088291
GIN1,0.072486
PPIP5K2,0.13752
MACIR,0.51363
NUDT12,0.0014083
EFNA5,0.253
FBXL17,0.51603
FER,0.48293
PJA2,0.70808
MAN2A1,0.63065
TMEM232,0.6894
SLC25A46,0.29444
TSLP,0.78963
WDR36,0.69084
CAMK4,0.23505
STARD4,0.52743
NREP,0.97447
EPB41L4A,0.91438
APC,0.20595
SRP19,0.49326
REEP5,0.59831
DCP2,0.18556
MCC,0.023345
TSSK1B,0.32089
YTHDC2,0.021272
KCNN2,0.197
TRIM36,0.87404
PGGT1B,0.38026
CCDC112,0.24682
FEM1C,0.26781
TICAM2,0.81758
TMED7-TICAM2,0.69189
TMED7,0.3874
CDO1,0.45926
ATG12,0.55935
AP3S1,0.25224
LVRN,0.15772
ARL14EPL,0.47857
COMMD10,0.77449
SEMA6A,0.98713
DTWD2,0.0083366
DMXL1,0.31509
TNFAIP8,0.78521
HSD17B4,0.15139
FAM170A,0.71626
PRR16,0.43471
SRFBP1,0.90832
LOX,0.64513
ZNF474,0.11566
LOC100505841,0.60971
SNCAIP,0.83413
SNX2,0.84848
SNX24,0.94834
PPIC,0.59638
PRDM6,0.97622
CEP120,0.15179
CSNK1G3,0.90713
ZNF608,0.9463
GRAMD2B,0.75424
ALDH7A1,0.053304
PHAX,0.29979
TEX43,0.21085
LMNB1,0.3757
MARCHF3,0.15834
C5orf63,0.25265
MEGF10,0.017961
PRRC1,0.035659
CTXN3,0.37605
SLC12A2,0.52577
FBN2,0.91182
SLC27A6,0.70835
ISOC1,0.49715
ADAMTS19,0.3487
MINAR2,0.41034
CHSY3,0.2031
HINT1,0.56072
LYRM7,0.67608
CDC42SE2,0.80896
RAPGEF6,0.57503
FNIP1,0.6426
MEIKIN,0.78705
ACSL6,0.76785
IL3,0.88461
CSF2,0.26324
P4HA2,0.28982
PDLIM4,0.10326
SLC22A4,0.15173
SLC22A5,0.15675
IRF1,0.35827
IL5,0.0080554
RAD50,0.042348
IL13,0.062327
IL4,0.022773
KIF3A,0.026977
CCNI2,0.70847
SEPTIN8,0.28504
SOWAHA,0.000079544
SHROOM1,0.00041753
GDF9,0.00022022
UQCRQ,0.022599
LEAP2,0.21399
AFF4,0.0042394
ZCCHC10,0.48494
HSPA4,0.14127
FSTL4,0.059484
C5orf15,0.42613
VDAC1,0.36871
TCF7,0.57272
SKP1,0.6584
PPP2CA,0.27563
CDKL3,0.43365
UBE2B,0.43663
CDKN2AIPNL,0.2838
JADE2,0.0071396
SAR1B,0.00047315
SEC24A,0.06382
CAMLG,0.00058312
DDX46,0.032595
C5orf24,0.10108
TXNDC15,0.098196
PCBD2,0.040932
CATSPER3,0.052718
PITX1,0.3797
C5orf66,0.6076
MACROH2A1,0.87245
DCANP1,0.69416
TIFAB,0.89177
NEUROG1,0.6267
CXCL14,0.3743
SLC25A48,0.093041
IL9,0.44105
FBXL21P,0.79585
LECT2,0.79827
TGFBI,0.90684
SMAD5,0.33327
TRPC7,0.71338
SPOCK1,0.94631
KLHL3,0.7015
HNRNPA0,0.89402
MYOT,0.77759
PKD2L2,0.86804
FAM13B,0.81862
WNT8A,0.64914
NME5,0.87758
BRD8,0.9542
KIF20A,0.9911
CDC23,0.81967
GFRA3,0.96666
CDC25C,0.45827
FAM53C,0.69892
KDM3B,0.73374
REEP2,0.8362
EGR1,0.19258
ETF1,0.50735
HSPA9,0.50293
CTNNA1,0.21458
LRRTM2,0.38119
SIL1,0.57514
MATR3,0.80769
PAIP2,0.74922
SLC23A1,0.16055
MZB1,0.53925
PROB1,0.061115
SPATA24,0.038458
DNAJC18,0.057374
STING1,0.18708
UBE2D2,0.24149
CXXC5,0.058219
PSD2,0.15974
NRG2,0.42446
PURA,0.63104
IGIP,0.03419
CYSTM1,0.14788
PFDN1,0.3219
HBEGF,0.051643
SLC4A9,0.0046119
ANKHD1,0.11354
ANKHD1-EIF4EBP3,0.10855
EIF4EBP3,0.031434
SRA1,0.031394
APBB3,0.42206
SLC35A4,0.62343
CD14,0.021278
TMCO6,0.00044287
NDUFA2,0.031767
IK,0.0023187
WDR55,0.0033364
DND1,0.080466
HARS1,0.0027153
HARS2,0.0015853
ZMAT2,0.0053524
PCDHA1,0.0017821
PCDHA2,0.0017626
PCDHA3,0.002441
PCDHA4,0.002629
PCDHA5,0.0036894
PCDHA6,0.0028755
PCDHA7,0.0034158
PCDHA8,0.0029837
PCDHA9,0.0031042
PCDHA10,0.0039305
PCDHA11,0.003047
PCDHA12,0.0023318
PCDHA13,0.0019989
PCDHAC1,0.00084792
PCDHAC2,0.11312
PCDHB1,0.35568
PCDHB2,0.69006
PCDHB3,0.30582
PCDHB4,0.16087
PCDHB5,0.33514
PCDHB6,0.14543
PCDHB7,0.38229
PCDHB8,0.19954
PCDHB16,0.46974
PCDHB9,0.42124
PCDHB10,0.71563
PCDHB11,0.34794
PCDHB12,0.70411
PCDHB13,0.18895
PCDHB14,0.5543
PCDHB15,0.69478
SLC25A2,0.98824
TAF7,0.41379
PCDHGA1,0.74158
PCDHGA2,0.74313
PCDHGA3,0.70366
PCDHGB1,0.71638
PCDHGA4,0.69043
PCDHGB2,0.71223
PCDHGA5,0.69953
PCDHGA6,0.67819
PCDHGB3,0.67819
PCDHGA7,0.66801
PCDHGA8,0.66322
PCDHGB4,0.67213
PCDHGB5,0.64619
PCDHGA9,0.62429
PCDHGB6,0.57792
PCDHGA10,0.59484
PCDHGB7,0.55308
PCDHGA11,0.5507
PCDHGA12,0.5482
PCDHGC3,0.47792
PCDHGC4,0.55607
PCDHGC5,0.58134
DIAPH1,0.68159
HDAC3,0.61445
RELL2,0.52073
FCHSD1,0.54538
ARAP3,0.71759
PCDH1,0.028209
DELE1,0.87121
PCDH12,0.34153
RNF14,0.95357
GNPDA1,0.98217
NDFIP1,0.90897
SPRY4,0.13882
FGF1,0.34255
ARHGAP26,0.27022
NR3C1,0.22004
HMHB1,0.32367
YIPF5,0.42317
KCTD16,0.01109
PRELID2,0.12884
GRXCR2,0.31652
SH3RF2,0.12874
PLAC8L1,0.47384
LARS1,0.34987
RBM27,0.23077
POU4F3,0.7446
TCERG1,0.26586
GPR151,0.0065401
PPP2R2B,0.84576
STK32A,0.75244
DPYSL3,0.10959
JAKMIP2,0.16803
SPINK1,0.39308
SCGB3A2,0.1545
C5orf46,0.022756
SPINK5,0.080431
SPINK14,0.045429
SPINK6,0.43607
SPINK13,0.083876
SPINK7,0.8393
SPINK9,0.42438
FBXO38,0.42582
HTR4,0.0054348
ADRB2,0.12308
SH3TC2,0.45746
ABLIM3,0.4603
AFAP1L1,0.35516
GRPEL2,0.93009
PCYOX1L,0.24079
IL17B,0.15738
CSNK1A1,0.095216
ARHGEF37,0.23633
PPARGC1B,0.12174
PDE6A,0.48136
SLC26A2,0.84372
TIGD6,0.27064
HMGXB3,0.07735
CSF1R,0.055793
PDGFRB,0.95346
CDX1,0.37819
SLC6A7,0.16329
CAMK2A,0.84692
ARSI,0.20406
TCOF1,0.0047185
CD74,0.228
RPS14,0.0027021
NDST1,0.12169
SYNPO,0.12814
MYOZ3,0.74032
RBM22,0.50772
DCTN4,0.83878
SMIM3,0.54336
IRGM,0.15121
ZNF300,0.5256
GPX3,3.0209E-07
TNIP1,3.2898E-08
ANXA6,0.10285
CCDC69,0.64956
GM2A,0.86136
SLC36A3,0.10816
SLC36A2,0.10326
SLC36A1,0.14183
FAT2,0.76079
SPARC,0.23719
ATOX1,0.19521
LOC100652758,0.011883
G3BP1,0.079674
GLRA1,0.11531
NMUR2,0.0011846
GRIA1,0.12174
FAM114A2,0.75107
MFAP3,0.58785
GALNT10,0.53657
SAP30L,0.44616
HAND1,0.83301
LARP1,0.93
FAXDC2,0.80832
CNOT8,0.95923
GEMIN5,0.6066
MRPL22,0.89943
KIF4B,0.71718
SGCD,0.49789
TIMD4,0.81193
HAVCR1,0.88899
HAVCR2,0.53585
MED7,0.50516
FAM71B,0.94277
ITK,0.86038
CYFIP2,0.10197
FNDC9,0.075389
ADAM19,0.76564
NIPAL4,0.78436
SOX30,0.65906
C5orf52,0.57175
THG1L,0.5108
LSM11,0.60028
CLINT1,0.70648
EBF1,0.44581
RNF145,0.34367
UBLCP1,0.17549
IL12B,0.30726
ADRA1B,0.88958
TTC1,0.92745
PWWP2A,0.9781
FABP6,0.070502
CCNJL,0.36441
C1QTNF2,0.64628
ZBED8,0.31933
SLU7,0.24065
PTTG1,0.22193
ATP10B,0.0035681
GABRB2,0.41634
GABRA6,0.027285
GABRA1,0.051162
GABRG2,0.17165
CCNG1,0.44255
NUDCD2,0.60937
HMMR,0.43885
MAT2B,0.025454
TENM2,0.56815
WWC1,0.26951
RARS1,0.27942
PANK3,0.86918
SLIT3,0.35852
SPDL1,0.48142
DOCK2,0.16599
INSYN2B,0.089056
FOXI1,0.60756
C5orf58,0.1049
LCP2,0.10054
KCNIP1,0.85924
KCNMB1,0.46729
GABRP,0.016307
RANBP17,0.15591
TLX3,0.35898
NPM1,0.027188
FGF18,0.49485
SMIM23,0.47728
FBXW11,0.229
STK10,0.67652
EFCAB9,0.11798
UBTD2,0.64125
SH3PXD2B,0.89783
NEURL1B,0.10325
LOC101928093,0.10415
DUSP1,0.077615
ERGIC1,4.4821E-06
RPL26L1,0.41853
ATP6V0E1,0.064295
CREBRF,0.0029715
BNIP1,0.0016617
NKX2-5,0.9918
STC2,0.46579
BOD1,0.20883
CPEB4,0.31923
C5orf47,0.30053
NSG2,0.35683
MSX2,0.20416
DRD1,0.064375
SFXN1,0.11676
HRH2,0.8427
CPLX2,0.026967
FAM153B,0.73784
SIMC1,0.24695
KIAA1191,0.14514
ARL10,0.12945
NOP16,0.51476
HIGD2A,0.93824
CLTB,0.78407
FAF2,0.7495
RNF44,0.66591
CDHR2,0.06012
GPRIN1,0.84202
SNCB,0.23029
EIF4E1B,0.030851
TSPAN17,0.73649
UNC5A,0.98922
HK3,0.3587
UIMC1,0.577
ZNF346,0.1944
FGFR4,0.13441
NA,0.027103
NSD1,0.14635
RAB24,0.23195
PRELID1,0.036498
MXD3,0.048529
LMAN2,0.00084921
RGS14,0.0064207
SLC34A1,0.13206
F12,0.63417
GRK6,0.56569
PRR7,0.64091
DBN1,0.49914
PDLIM7,0.06162
DOK3,0.71133
DDX41,0.11748
FAM193B,0.28058
TMED9,0.60586
B4GALT7,0.7355
PROP1,0.045106
N4BP3,0.17621
RMND5B,0.44122
NHP2,0.28001
HNRNPAB,0.035266
PHYKPL,0.02804
COL23A1,0.10223
CLK4,0.1149
ZNF354A,0.29891
ZNF354B,0.34514
ZFP2,0.20572
ZNF454,0.047554
GRM6,0.42718
ZNF879,0.51287
ZNF354C,0.25821
ADAMTS2,0.28128
RUFY1,0.74636
HNRNPH1,0.68927
C5orf60,0.12322
CBY3,0.70466
CANX,0.0015876
MAML1,0.0017614
LTC4S,0.078401
MGAT4B,0.12284
SQSTM1,0.1317
MRNIP,0.7241
TBC1D9B,0.5464
RNF130,0.89782
RASGEF1C,0.34426
MAPK9,0.3028
GFPT2,0.70937
CNOT6,0.60979
SCGB3A1,0.35973
FLT4,0.21943
OR2Y1,0.31185
MGAT1,0.66206
ZFP62,0.46303
BTNL8,0.024356
BTNL3,0.2945
BTNL9,0.031439
OR2V1,0.73197
OR2V2,0.014825
TRIM7,0.73847
TRIM41,0.80894
RACK1,0.61248
TRIM52,0.76662
IRF4,0.3306
EXOC2,0.80894
HUS1B,0.46061
FOXQ1,0.89014
FOXF2,0.21246
FOXC1,0.37517
GMDS,0.46858
MYLK4,0.51788
WRNIP1,0.45116
SERPINB1,0.69175
SERPINB9,0.45421
SERPINB6,0.015767
NQO2,0.78255
RIPK1,0.4779
BPHL,0.10888
TUBB2A,0.83663
TUBB2B,0.89535
PSMG4,0.82049
SLC22A23,0.15515
PXDC1,0.9104
FAM50B,0.35983
PRPF4B,0.090152
FAM217A,0.19419
C6orf201,0.49722
ECI2,0.53669
CDYL,0.70946
RPP40,0.4928
LYRM4,0.79999
PPP1R3G,0.030467
FARS2,0.40982
NRN1,0.89449
F13A1,0.34597
LY86,0.11105
RREB1,0.38286
SSR1,0.63655
CAGE1,0.3546
RIOK1,0.46802
DSP,0.28311
SNRNP48,0.12051
BMP6,0.92561
TXNDC5,0.83327
BLOC1S5,0.0015602
EEF1E1,0.020257
SLC35B3,0.18116
OFCC1,0.23227
TFAP2A,0.32778
GCNT2,0.40164
C6orf52,0.6503
PAK1IP1,0.94321
TMEM14C,0.11224
TMEM14B,0.42234
MAK,0.24024
GCM2,0.38288
SYCP2L,0.29009
ELOVL2,0.25762
SMIM13,0.33136
ERVFRD-1,0.30621
NEDD9,0.059689
TMEM170B,0.020772
ADTRP,0.088354
HIVEP1,0.70095
EDN1,0.45227
PHACTR1,0.37306
LOC100130357,0.6044
TBC1D7,0.15774
GFOD1,0.91297
SIRT5,0.00063926
NOL7,0.36989
RANBP9,0.014888
MCUR1,0.41365
RNF182,0.29888
CD83,0.56819
JARID2,0.46112
DTNBP1,0.051384
MYLIP,0.30785
GMPR,0.18134
ATXN1,0.05629
ATXN1-AS1,0.61623
STMND1,0.54065
RBM24,0.79688
CAP2,0.41543
FAM8A1,0.04193
NUP153,0.18591
KIF13A,0.02355
NHLRC1,0.29669
TPMT,0.093973
KDM1B,0.72571
DEK,0.69751
RNF144B,0.36098
ID4,0.27402
MBOAT1,0.92446
E2F3,0.65678
CDKAL1,0.24711
SOX4,0.047687
PRL,0.38301
HDGFL1,0.11789
NRSN1,0.46402
DCDC2,0.2633
KAAG1,0.18736
MRS2,0.78189
GPLD1,0.66794
ALDH5A1,0.514
KIAA0319,0.69157
TDP2,0.55704
ACOT13,0.31516
C6orf62,0.41329
GMNN,0.20804
ARMH2,0.62484
RIPOR2,0.81378
CARMIL1,0.1245
SCGN,0.084837
H2AC1,0.01947
H2BC1,0.066208
SLC17A4,0.035078
SLC17A1,0.0053351
SLC17A3,0.019489
SLC17A2,0.31896
TRIM38,0.022636
H1-1,0.48169
H3C1,0.24601
H4C1,0.019521
H4C2,0.35687
H3C2,0.30124
H2AC4,0.5911
H3C3,0.11294
H1-2,0.68207
HFE,0.30334
H4C3,0.15231
H1-6,0.24254
H2BC4,0.08217
H2AC6,0.059625
H1-4,0.095542
H2BC5,0.00027279
H2BC6,0.37452
H3C4,0.017146
H2AC7,0.15678
H2BC7,0.1153
H4C5,0.46519
H2BC8,0.33534
H2AC8,0.3651
H3C6,0.75927
H1-3,0.38239
H4C6,0.1843
H4C7,0.87687
H2BC9,0.14446
H3C8,0.092904
H2BC10,0.1346
H4C8,0.019473
BTN3A2,0.0035757
BTN2A2,0.10486
BTN3A1,0.36009
BTN3A3,0.19627
BTN2A1,0.063637
BTN1A1,0.0046047
HMGN4,0.01052
ABT1,0.13448
ZNF322,0.034483
H2BC11,0.8269
H2AC11,0.7155
H2BC12,0.63264
H4C9,0.41905
H2AC12,0.5036
PRSS16,0.89253
POM121L2,0.060121
ZNF391,0.019117
ZNF184,0.0053167
H2BC13,0.05725
H3C10,0.1538
H4C11,0.077718
H2BC15,0.023391
H2AC15,0.31246
H2AC16,0.060481
H1-5,0.048346
H3C11,0.16345
H4C13,0.046537
H3C12,0.03455
H2AC17,0.4556
H2BC17,0.11722
OR2B2,0.0079119
OR2B6,0.18567
ZNF165,0.00085187
ZSCAN16,0.00014978
ZKSCAN8,0.00035569
ZSCAN9,0.0031121
ZKSCAN4,0.0089341
NKAPL,0.024458
ZSCAN26,0.090233
PGBD1,0.018627
ZSCAN31,0.081798
ZKSCAN3,0.25658
ZSCAN12,0.1346
ZSCAN23,0.93251
GPX6,0.17595
GPX5,0.3979
ZBED9,0.48646
TRIM27,0.16901
ZNF311,0.29229
OR2W1,0.31331
OR2B3,0.57492
OR2J3,0.5017
OR2J2,0.49256
OR14J1,0.79845
OR5V1,0.25628
OR12D3,0.22027
OR12D2,0.44984
OR11A1,0.31556
OR10C1,0.16689
OR2H1,0.19943
MAS1L,0.15055
UBD,0.074518
OR2H2,0.23059
GABBR1,0.14737
MOG,0.016935
ZFP57,0.038555
HLA-F,0.12027
NA,0.34353
HLA-G,0.29517
HLA-A,0.5797
POLR1H,0.25294
PPP1R11,0.31287
RNF39,0.25806
TRIM31,0.11659
TRIM40,0.31822
TRIM10,0.53207
TRIM15,0.63512
TRIM26,0.29637
TRIM39,0.54002
TRIM39-RPP21,0.71651
RPP21,0.98358
HLA-E,0.19687
GNL1,0.0017331
PRR3,0.014076
ABCF1,0.016078
PPP1R10,0.092218
MRPS18B,0.13753
ATAT1,0.050128
C6orf136,0.22779
DHX16,0.38443
PPP1R18,0.38548
NRM,0.091453
MDC1,0.035202
TUBB,0.16469
FLOT1,0.13664
IER3,0.046709
DDR1,0.82556
GTF2H4,0.53169
VARS2,0.91701
SFTA2,0.97527
MUCL3,0.75481
MUC21,0.058334
MUC22,0.004316
C6orf15,0.00013927
PSORS1C1,0.019628
CDSN,0.043639
PSORS1C2,0.10346
CCHCR1,0.047245
TCF19,0.13305
POU5F1,0.20466
HLA-C,0.025288
HLA-B,0.000018539
MICA,0.00062486
MICB,0.060865
MCCD1,0.026896
DDX39B,0.0057682
ATP6V1G2,0.009558
NFKBIL1,0.0005043
LTA,0.11649
TNF,0.015885
LTB,0.32127
LST1,0.0078972
NCR3,0.011961
AIF1,0.00043809
PRRC2A,8.082E-07
BAG6,6.1757E-08
APOM,0.0014496
C6orf47,0.25101
GPANK1,0.000021758
CSNK2B,5.1503E-06
LY6G5B,0.011999
LY6G5C,0.0040204
ABHD16A,1.2401E-06
LY6G6F,0.00020408
LY6G6D,0.02476
LY6G6C,0.000014905
MPIG6B,0.0013105
DDAH2,0.0018642
CLIC1,0.0022306
MSH5,0.0021342
SAPCD1,0.065979
VWA7,0.0011254
VARS1,0.0011091
LSM2,0.003771
HSPA1L,0.000086958
HSPA1A,0.00035755
HSPA1B,0.0021193
SNHG32,0.028031
NEU1,0.050877
SLC44A4,0.005548
EHMT2,0.007503
C2,0.062668
ZBTB12,0.14676
CFB,0.11964
NELFE,0.016022
SKIV2L,0.14938
DXO,0.37798
STK19,0.026803
C4B,0.6026
CYP21A2,0.0054936
TNXB,0.011904
ATF6B,1.7358E-06
FKBPL,0.03406
PRRT1,0.015782
PPT2,0.00061637
EGFL8,0.0084956
AGPAT1,0.00038206
RNF5,0.026906
AGER,0.0034872
PBX2,0.057833
GPSM3,0.83586
NOTCH4,0.10242
TSBP1,0.03744
BTNL2,0.020687
TSBP1-AS1,0.044234
HLA-DRA,0.17512
