SYMBOL,P
CXCR6,0.45153
XCR1,0.21195
CCR1,0.3376
CCR3,0.65469
CCR2,0.16432
CCR5,0.28674
CCRL2,0.83486
LTF,0.013415
RTP3,0.7547
LRRC2,0.17236
TDGF1,0.49127
FAM240A,0.4199
ALS2CL,0.30988
TMIE,0.25181
PRSS50,0.14871
PRSS46P,0.29651
PRSS45P,0.42142
PRSS43P,0.67766
PRSS42P,0.12305
MYL3,0.082256
PTH1R,0.10009
CCDC12,0.29613
NBEAL2,0.28451
SETD2,0.24186
KIF9,0.3623
KLHL18,0.19062
PTPN23,0.63445
SCAP,0.17017
ELP6,0.24029
CSPG5,0.40807
SMARCC1,0.21746
DHX30,0.89102
MAP4,0.098956
CDC25A,0.20371
CAMP,0.72118
ZNF589,0.29979
NME6,0.42963
SPINK8,0.4625
FBXW12,0.41958
PLXNB1,0.058973
NA,0.10381
CCDC51,0.26334
TMA7,0.7284
ATRIP,0.201
TREX1,0.29425
SHISA5,0.30344
PFKFB4,0.34704
UCN2,0.067849
COL7A1,0.14343
UQCRC1,0.17382
TMEM89,0.095185
SLC26A6,0.75999
CELSR3,0.91244
NCKIPSD,0.53702
IP6K2,0.15409
PRKAR2A,0.15999
SLC25A20,0.080489
ARIH2OS,0.21223
ARIH2,0.040448
P4HTM,0.089459
WDR6,0.25092
DALRD3,0.25133
NDUFAF3,0.34126
IMPDH2,0.24937
QRICH1,0.072939
QARS1,0.021106
USP19,0.024471
LAMB2,0.073257
CCDC71,0.56305
KLHDC8B,0.41093
C3orf84,0.55671
IHO1,0.21585
C3orf62,0.18369
USP4,0.27054
GPX1,0.22273
RHOA,0.4478
TCTA,0.062502
AMT,0.54384
NICN1,0.87658
DAG1,0.48013
BSN,0.71325
APEH,0.67071
MST1,0.41064
RNF123,0.74615
AMIGO3,0.37549
GMPPB,0.24508
IP6K1,0.4635
CDHR4,0.32589
INKA1,0.6563
UBA7,0.69754
TRAIP,0.67539
CAMKV,0.044493
MST1R,0.031913
MON1A,0.051646
RBM6,0.074984
RBM5,0.05964
SEMA3F,0.16144
GNAT1,0.14087
SLC38A3,0.48498
GNAI2,0.1222
SEMA3B,0.10663
LSMEM2,0.082003
IFRD2,0.076487
HYAL3,0.21828
NAA80,0.14466
HYAL1,0.034928
HYAL2,0.11424
TUSC2,0.33042
RASSF1,0.15313
ZMYND10,0.10283
NPRL2,0.12768
CYB561D2,0.12012
TMEM115,0.33612
CACNA2D2,0.0025195
C3orf18,0.00090112
HEMK1,0.00062441
CISH,0.13661
MAPKAPK3,0.0075379
DOCK3,0.00074225
MANF,0.21162
RBM15B,0.21694
DCAF1,0.16432
RAD54L2,0.15439
TEX264,0.10128
GRM2,0.13713
IQCF6,0.70612
IQCF3,0.28678
IQCF2,0.79452
IQCF5,0.50365
IQCF1,0.056675
RRP9,0.0036605
PARP3,0.1813
GPR62,0.089399
PCBP4,0.07562
ABHD14B,0.082718
ABHD14A,0.51699
ACY1,0.17739
RPL29,0.33951
DUSP7,0.95459
POC1A,0.28269
ALAS1,0.82386
TLR9,0.98283
TWF2,0.92004
PPM1M,0.27862
WDR82,0.82455
GLYCTK,0.52534
DNAH1,0.6371
BAP1,0.93915
PHF7,0.54513
SEMA3G,0.5095
TNNC1,0.7103
NISCH,0.35742
STAB1,0.51529
NT5DC2,0.50574
SMIM4,0.50602
PBRM1,0.24509
GNL3,0.14206
GLT8D1,0.57356
SPCS1,0.83303
NEK4,0.4243
ITIH1,0.29316
ITIH3,0.60433
ITIH4,0.50535
MUSTN1,0.2467
STIMATE-MUSTN1,0.42722
STIMATE,0.42234
SFMBT1,0.38326
NA,0.25251
RFT1,0.63345
PRKCD,0.3228
TKT,0.056341
DCP1A,0.004933
CACNA1D,0.3833
CHDH,0.13237
IL17RB,0.14016
ACTR8,0.088674
SELENOK,0.13132
CACNA2D3,0.03543
LRTM1,0.015267
WNT5A,0.22989
ERC2,0.00064314
CCDC66,0.048395
TASOR,0.035612
ARHGEF3,0.019534
SPATA12,0.12228
IL17RD,0.044931
HESX1,0.23696
APPL1,0.037077
ASB14,0.010071
DNAH12,0.2193
PDE12,0.0035178
ARF4,0.015625
DENND6A,0.0099765
SLMAP,0.068457
FLNB,0.082789
LOC105377650,0.015939
DNASE1L3,0.080668
ABHD6,0.026807
RPP14,0.082797
PXK,0.053036
PDHB,0.30846
KCTD6,0.016631
ACOX2,0.63536
FAM107A,0.030481
FAM3D,0.31867
CFAP20DC,0.51486
FHIT,0.24981
PTPRG,0.92638
C3orf14,0.61817
FEZF2,0.62142
CADPS,0.023376
SYNPR,0.040981
SNTN,0.49927
LOC100130345,0.8355
THOC7,0.16445
ATXN7,0.14618
PSMD6,0.33756
PRICKLE2,0.80649
ADAMTS9,0.63426
MAGI1,0.33939
SLC25A26,0.45388
LRIG1,0.73253
KBTBD8,0.93268
SUCLG2,0.4104
TAFA1,0.59223
TAFA4,0.37162
EOGT,0.52507
TMF1,0.50893
UBA3,0.21253
ARL6IP5,0.48924
LMOD3,0.4324
FRMD4B,0.85861
MITF,0.82629
FOXP1,0.084491
NA,0.8169
EIF4E3,0.061178
PROK2,0.054559
RYBP,0.25557
SHQ1,0.16148
GXYLT2,0.54551
PPP4R2,0.20913
EBLN2,0.46143
PDZRN3,0.38283
CNTN3,0.96015
LOC105377207,0.7498
NA,0.019915
FRG2C,0.93549
ZNF717,0.38339
ROBO2,0.52156
ROBO1,0.38778
GBE1,0.0056428
CADM2,0.88203
VGLL3,0.46034
CHMP2B,0.9176
POU1F1,0.67061
HTR1F,0.090961
CGGBP1,0.19849
NA,0.20932
ZNF654,0.36304
C3orf38,0.09538
NA,0.53513
EPHA3,0.84351
PROS1,0.13423
ARL13B,0.49947
STX19,0.40374
DHFR2,0.60395
NSUN3,0.27396
EPHA6,0.52152
ARL6,0.56363
CRYBG3,0.34747
RIOX2,0.8017
GABRR3,0.45425
OR5AC2,0.30093
OR5H1,0.91707
OR5H14,0.81162
OR5H15,0.94815
OR5H6,0.18517
OR5H2,0.91319
OR5K4,0.07199
OR5K3,0.22178
OR5K1,0.71161
OR5K2,0.66976
CLDND1,0.040714
GPR15,0.66631
CPOX,0.40622
ST3GAL6,0.43004
DCBLD2,0.16853
COL8A1,0.51407
CMSS1,0.62688
FILIP1L,0.65178
TBC1D23,0.68499
NIT2,0.56602
TOMM70,0.42556
LNP1,0.40576
TMEM45A,0.47249
ADGRG7,0.26113
TFG,0.3215
ABI3BP,0.93723
IMPG2,0.77393
SENP7,0.89243
TRMT10C,0.53622
PCNP,0.76394
ZBTB11,0.4243
RPL24,0.53465
LOC105374013,0.47556
CEP97,0.72466
NXPE3,0.75929
NFKBIZ,0.55365
ZPLD1,0.16677
ALCAM,0.75169
CBLB,0.41753
CCDC54,0.59388
BBX,0.21334
CD47,0.12685
IFT57,0.39975
HHLA2,0.039299
MYH15,0.55013
CIP2A,0.72439
DZIP3,0.53317
RETNLB,0.85424
TRAT1,0.75505
GUCA1C,0.16943
MORC1,0.37134
DPPA2,0.3168
DPPA4,0.61253
NECTIN3,0.33748
CD96,0.19825
ZBED2,0.070759
PLCXD2,0.26703
PHLDB2,0.34218
ABHD10,0.47915
TAGLN3,0.46721
TMPRSS7,0.10698
C3orf52,0.251
GCSAM,0.38184
SLC9C1,0.29861
CD200,0.43776
BTLA,0.51768
ATG3,0.45989
SLC35A5,0.34818
CCDC80,0.51282
CD200R1L,0.63457
CD200R1,0.57117
GTPBP8,0.29813
NEPRO,0.33546
BOC,0.63658
CFAP44,0.63976
SPICE1,0.56408
SIDT1,0.81781
USF3,0.49596
NAA50,0.98329
ATP6V1A,0.62199
GRAMD1C,0.55957
ZDHHC23,0.37008
CCDC191,0.10755
QTRT2,0.26464
DRD3,0.13364
ZNF80,0.11214
TIGIT,0.074802
ZBTB20,0.77049
GAP43,0.032464
LSAMP,0.25906
IGSF11,0.22136
TEX55,0.27847
UPK1B,0.0010037
B4GALT4,0.0061545
ARHGAP31,0.1444
TMEM39A,0.54584
POGLUT1,0.07077
TIMMDC1,0.018542
CD80,0.32131
ADPRH,0.97783
PLA1A,0.81508
POPDC2,0.49955
COX17,0.39843
CFAP91,0.56751
NR1I2,0.30374
GSK3B,0.082537
GPR156,0.29592
LRRC58,0.32125
FSTL1,0.71106
NDUFB4,0.81853
HGD,0.62724
RABL3,0.29443
GTF2E1,0.24688
STXBP5L,0.76139
POLQ,0.77776
ARGFX,0.16689
FBXO40,0.36997
HCLS1,0.95979
GOLGB1,0.93577
IQCB1,0.7828
EAF2,0.96467
SLC15A2,0.84896
ILDR1,0.44753
CD86,0.37922
CASR,0.40211
CSTA,0.55524
CCDC58,0.22909
FAM162A,0.5976
WDR5B,0.16861
KPNA1,0.57094
PARP9,0.98464
DTX3L,0.9262
PARP15,0.79655
PARP14,0.95188
HSPBAP1,0.95107
SLC49A4,0.93888
SEMA5B,0.90709
PDIA5,0.61891
SEC22A,0.16882
ADCY5,0.00058681
HACD2,0.068748
MYLK,0.13787
CCDC14,0.26076
ROPN1,0.3633
KALRN,0.11408
UMPS,0.19989
ITGB5,0.45718
MUC13,0.51807
HEG1,0.15438
SLC12A8,0.002315
ZNF148,0.44154
SNX4,0.31
OSBPL11,0.12536
LOC105374312,0.52264
ALG1L,0.054313
ROPN1B,0.41281
SLC41A3,0.27129
ALDH1L1,0.11541
NA,0.98815
KLF15,0.057788
CFAP100,0.19277
NA,0.10733
ZXDC,0.036249
UROC1,0.14261
C3orf22,0.99026
CHST13,0.99159
NA,0.024901
TXNRD3,0.03815
CHCHD6,0.04302
NA,0.051104
PLXNA1,0.22053
C3orf56,0.58026
TPRA1,0.92838
MCM2,0.36443
PODXL2,0.54976
ABTB1,0.86264
MGLL,0.59618
KBTBD12,0.45618
SEC61A1,0.7869
RUVBL1,0.94002
EEFSEC,0.75509
DNAJB8,0.76243
GATA2,0.85145
RPN1,0.0050283
RAB7A,0.75616
ACAD9,0.87388
CFAP92,0.95097
EFCC1,0.79623
GP9,0.93904
RAB43,0.95526
ISY1-RAB43,0.81014
ISY1,0.59283
CNBP,0.77967
COPG1,0.094073
HMCES,0.031908
H1-10,0.046745
EFCAB12,0.086497
MBD4,0.57464
IFT122,0.37803
RHO,0.33927
H1-8,0.34648
PLXND1,0.14211
TMCC1,0.52319
TRH,0.85431
ALG1L2,0.036732
LOC105374103,0.50126
COL6A5,0.41837
COL6A6,0.56338
PIK3R4,0.58559
ATP2C1,0.017858
ASTE1,0.014004
NEK11,0.081631
NUDT16,0.64127
MRPL3,0.27161
CPNE4,0.3753
ACP3,0.89094
DNAJC13,0.79881
ACAD11,0.81181
ACKR4,0.77292
UBA5,0.52239
NPHP3,0.50209
TMEM108,0.15089
BFSP2,0.36352
CDV3,0.060868
TOPBP1,0.44005
TF,0.62751
SRPRB,0.58973
RAB6B,0.91312
C3orf36,0.28554
SLCO2A1,0.55278
RYK,0.63692
AMOTL2,0.24259
ANAPC13,0.28862
CEP63,0.24549
KY,0.2564
EPHB1,0.40359
PPP2R3A,0.10405
MSL2,0.07092
PCCB,0.19302
STAG1,0.073523
SLC35G2,0.003076
NCK1,0.0010669
IL20RB,0.051611
SOX14,0.37654
CLDN18,0.39316
DZIP1L,0.89779
A4GNT,0.43635
DBR1,0.27672
ARMC8,0.52945
NME9,0.65711
MRAS,0.39627
ESYT3,0.58016
CEP70,0.16427
FAIM,0.26344
PIK3CB,0.28319
FOXL2,0.93008
FOXL2NB,0.43194
PRR23A,0.43122
PRR23B,0.73166
PRR23C,0.32163
MRPS22,0.51951
COPB2,0.51305
RBP2,0.45585
RBP1,0.33117
NMNAT3,0.57766
CLSTN2,0.27246
TRIM42,0.71748
SLC25A36,0.18418
SPSB4,0.15724
PXYLP1,0.3566
ZBTB38,0.33779
RASA2,0.070212
LINC02618,0.49661
RNF7,0.95437
GRK7,0.77097
ATP1B3,0.35151
TFDP2,0.28381
GK5,0.67359
XRN1,0.6823
ATR,0.79383
PLS1,0.66953
TRPC1,0.54903
PCOLCE2,0.31928
PAQR9,0.018796
U2SURP,0.27458
CHST2,0.34384
SLC9A9,0.28838
DIPK2A,0.5368
PLOD2,0.073848
PLSCR4,0.040109
PLSCR2,0.096589
PLSCR1,0.53662
PLSCR5,0.72919
ZIC4,0.52723
ZIC1,0.041142
AGTR1,0.15959
CPB1,0.35066
CPA3,0.31639
GYG1,0.80248
HLTF,0.67905
HPS3,0.84763
CP,0.35768
TM4SF18,0.13018
TM4SF1,0.57175
TM4SF4,0.93864
WWTR1,0.45817
COMMD2,0.0067989
ANKUB1,0.11093
RNF13,0.52246
PFN2,0.33639
TMEM183B,0.0019111
LOC105374313,0.87148
TSC22D2,0.60968
SERP1,0.51042
EIF2A,0.42308
SELENOT,0.54212
ERICH6,0.56543
SIAH2,0.53708
NA,0.95094
CLRN1,0.43082
MED12L,0.57029
GPR171,0.55006
P2RY14,0.62396
GPR87,0.19433
P2RY13,0.32593
P2RY12,0.64108
IGSF10,0.62682
AADACL2,0.56254
AADAC,0.60139
SUCNR1,0.29635
MBNL1,0.0011289
TMEM14EP,0.011597
P2RY1,0.60364
RAP2B,0.53531
LINC02877,0.59196
ARHGEF26,0.63804
DHX36,0.79938
GPR149,0.93682
MME,6.7721e-08
PLCH1,0.18938
C3orf33,0.087475
SLC33A1,0.19917
GMPS,0.48443
KCNAB1,0.49564
SSR3,0.92084
TIPARP,0.75434
LEKR1,0.89219
CCNL1,0.68286
VEPH1,0.6005
PTX3,0.57097
SLC66A1L,0.39395
SHOX2,0.52244
RSRC1,0.61596
MLF1,0.20641
GFM1,0.52416
LXN,0.85183
RARRES1,0.71859
LOC100287290,0.91708
MFSD1,0.73133
IQCJ,0.28748
IQCJ-SCHIP1,0.64784
SCHIP1,0.76034
IL12A,0.7208
LOC105374314,0.36315
C3orf80,0.95386
IFT80,0.99284
SMC4,0.87565
TRIM59,0.93457
KPNA4,0.79271
ARL14,0.64378
PPM1L,0.20036
B3GALNT1,0.28643
NMD3,0.11855
SPTSSB,0.47105
OTOL1,0.87865
SI,0.7358
SLITRK3,0.67603
BCHE,0.94314
ZBBX,0.92245
SERPINI2,0.58538
WDR49,0.83846
PDCD10,0.90495
SERPINI1,0.50813
GOLIM4,0.34094
MECOM,0.27784
ACTRT3,0.010216
MYNN,0.019365
LRRC34,0.055406
LRRIQ4,0.067123
LRRC31,0.075833
SAMD7,0.095125
SEC62,0.35121
GPR160,0.17106
PHC3,0.39454
PRKCI,0.51471
SKIL,0.58101
CLDN11,0.24231
SLC7A14,0.15115
RPL22L1,0.1228
EIF5A2,0.083565
SLC2A2,0.4771
TNIK,0.19809
PLD1,0.51567
TMEM212,0.26277
FNDC3B,0.76714
GHSR,0.19586
TNFSF10,0.78732
NCEH1,0.35821
ECT2,0.74876
SPATA16,0.73707
NLGN1,0.17957
NAALADL2,0.32407
TBL1XR1,0.1166
KCNMB2,0.99304
ZMAT3,0.26158
PIK3CA,0.070339
KCNMB3,0.36978
ZNF639,0.56824
MFN1,0.49218
GNB4,0.60206
ACTL6A,0.21806
MRPL47,0.18244
NDUFB5,0.096675
USP13,0.22035
PEX5L,0.399
TTC14,0.15763
CCDC39,0.15625
FXR1,0.50472
DNAJC19,0.89866
SOX2,0.32187
ATP11B,0.13356
DCUN1D1,0.20731
MCCC1,0.59466
LAMP3,0.26678
MCF2L2,0.22359
B3GNT5,0.085696
KLHL6,0.31884
KLHL24,0.46658
YEATS2,0.50383
MAP6D1,0.41409
PARL,0.0089895
ABCC5,0.25997
HTR3D,0.063967
HTR3C,0.68153
HTR3E,0.10431
EIF2B5,0.11575
DVL3,0.014874
AP2M1,0.068393
ABCF3,0.012951
VWA5B2,4.3457e-05
ALG3,4.216e-05
ECE2,3.3373e-05
CAMK2N2,0.00025297
PSMD2,0.15369
EIF4G1,0.028158
FAM131A,0.0091839
CLCN2,0.022817
POLR2H,0.13827
THPO,0.092202
CHRD,0.55868
LINC02054,0.78457
EPHB3,0.65047
MAGEF1,0.47318
VPS8,0.54277
C3orf70,0.59074
EHHADH,0.42163
MAP3K13,0.22674
TMEM41A,0.75769
LIPH,0.75761
SENP2,0.23596
IGF2BP2,0.51512
TRA2B,0.42134
ETV5,0.39198
DGKG,0.45921
CRYGS,0.77664
TBCCD1,0.16788
DNAJB11,0.088524
AHSG,0.47058
FETUB,0.79846
HRG,0.86699
KNG1,0.039471
EIF4A2,0.3894
RFC4,0.10546
ADIPOQ,0.97428
ST6GAL1,0.59447
RPL39L,0.025501
RTP1,0.35818
MASP1,0.26421
RTP4,0.7909
SST,0.53425
RTP2,0.096527
BCL6,0.4137
LPP,0.14397
TPRG1,0.32019
TP63,0.32016
P3H2,0.068672
CLDN1,0.59677
CLDN16,0.27279
TMEM207,0.6367
IL1RAP,0.73555
GMNC,0.69941
OSTN,0.12565
UTS2B,0.072668
CCDC50,0.049179
PYDC2,0.5328
FGF12,0.41205
NA,0.74563
MB21D2,0.86234
PLAAT1,0.90744
ATP13A5,0.82389
ATP13A4,0.2224
OPA1,0.070726
LOC102724877,0.6481
HES1,0.099501
CPN2,0.65039
LRRC15,0.45672
GP5,0.73478
ATP13A3,0.50123
TMEM44,0.91096
LSG1,0.073664
FAM43A,0.14849
XXYLT1,0.45691
ACAP2,0.015528
PPP1R2,0.2506
APOD,0.33561
MUC20,0.49977
MUC4,0.67493
LOC105374299,0.8049
TNK2,0.78948
LOC105374301,0.80499
TFRC,0.47186
ZDHHC19,0.56814
SLC51A,0.67558
PCYT1A,0.6919
DYNLT2B,0.64391
TM4SF19,0.46473
UBXN7,0.52051
RNF168,0.1383
SMCO1,0.61402
WDR53,0.46343
FBXO45,0.49952
NRROS,0.17005
CEP19,0.56699
PIGX,0.68912
PAK2,0.19668
SENP5,0.067195
NCBP2,0.15724
PIGZ,0.75305
MELTF,0.81184
DLG1,0.521
BDH1,0.74958
RUBCN,0.89001
FYTTD1,0.71935
LRCH3,0.82352
IQCG,0.8013
RPL35A,0.28021
LMLN,0.61819
FAM157A,0.66033
ZNF595,0.84909
ZNF718,0.45691
ZNF732,0.19524
ZNF141,0.29542
ZNF721,0.15677
PIGG,0.061771
PDE6B,0.86207
ATP5ME,0.78963
MYL5,0.56254
SLC49A3,0.47553
PCGF3,0.0027202
CPLX1,0.044372
GAK,0.00027061
TMEM175,0.0015841
DGKQ,9.4152e-09
SLC26A1,2.8705e-08
IDUA,4.4742e-05
FGFRL1,0.016949
NA,0.0126
RNF212,0.18767
SPON2,0.11301
LOC101928548,0.18639
CTBP1,0.11985
MAEA,0.30567
NA,0.31222
UVSSA,0.28317
NA,0.3308
NKX1-1,0.3207
FAM53A,0.35531
SLBP,0.060329
TMEM129,0.023626
TACC3,0.030256
FGFR3,0.47702
LETM1,0.1418
NSD2,0.31253
NELFA,0.28759
C4orf48,0.2024
NAT8L,0.81741
POLN,0.28154
HAUS3,0.1443
MXD4,0.039415
ZFYVE28,0.21541
CFAP99,0.46206
RNF4,0.1349
FAM193A,0.047858
TNIP2,0.089452
SH3BP2,0.051416
ADD1,0.11028
MFSD10,0.030678
NOP14,0.080108
GRK4,0.044915
HTT,0.17371
MSANTD1,0.30266
RGS12,0.11863
HGFAC,0.3459
DOK7,0.027882
LRPAP1,0.13216
LOC105374357,0.79547
ADRA2C,0.29935
OTOP1,0.33806
TMEM128,0.53055
LYAR,0.44083
ZBTB49,0.27025
NSG1,0.29691
STX18,0.41548
MSX1,0.21529
CYTL1,0.11437
STK32B,0.20182
EVC2,0.83366
EVC,0.53944
CRMP1,0.26991
C4orf50,0.42917
NA,0.90688
JAKMIP1,0.13791
WFS1,0.12621
PPP2R2C,0.54544
MAN2B2,0.52103
MRFAP1,0.008413
S100P,0.31486
MRFAP1L1,0.44643
BLOC1S4,0.22608
KIAA0232,0.15905
TBC1D14,0.049606
CCDC96,0.48577
TADA2B,0.35045
GRPEL1,0.88705
SORCS2,0.28079
PSAPL1,0.1185
AFAP1,0.48036
NA,0.34689
LOC389199,0.74539
ABLIM2,0.60271
SH3TC1,0.32051
HTRA3,0.19808
ACOX3,0.54408
TRMT44,0.56461
GPR78,0.19606
CPZ,0.58163
HMX1,0.081775
LOC105374474,0.35236
OR7E85BP,0.74197
FAM86KP,0.74988
DEFB131A,0.44446
LOC101928948,0.13187
SLC2A9,0.3626
DRD5,0.4162
WDR1,0.51971
ZNF518B,0.24641
CLNK,0.17457
HS3ST1,0.027587
RAB28,0.90611
NKX3-2,0.50037
BOD1L1,0.83679
CPEB2,0.77273
C1QTNF7,0.49176
CC2D2A,0.50104
FBXL5,0.61589
FAM200B,0.5693
BST1,0.15696
CD38,0.41469
FGFBP1,0.029138
FGFBP2,0.88091
PROM1,0.068765
TAPT1,0.24745
LDB2,0.47475
QDPR,0.3951
CLRN2,0.35841
LAP3,0.66192
MED28,0.3873
FAM184B,0.23389
DCAF16,0.00050472
NCAPG,0.00032734
LCORL,6.9086e-05
SLIT2,0.57484
PACRGL,0.61937
KCNIP4,0.81127
ADGRA3,0.27819
GBA3,0.36095
PPARGC1A,0.36399
DHX15,0.33772
SOD3,0.029756
CCDC149,0.80747
LGI2,0.53473
SEPSECS,0.27824
PI4K2B,0.078681
ZCCHC4,0.27956
ANAPC4,0.53723
SLC34A2,0.83883
SEL1L3,0.060986
SMIM20,0.025544
RBPJ,0.83767
CCKAR,0.89692
TBC1D19,0.039029
STIM2,0.71947
PCDH7,0.66219
ARAP2,0.43357
DTHD1,0.039681
NWD2,0.83194
C4orf19,0.97331
RELL1,0.75348
PGM2,0.048007
TBC1D1,0.17372
PTTG2,0.38836
LOC102723415,0.60661
KLF3,0.67218
TLR10,0.057946
TLR1,0.14178
TLR6,0.082951
FAM114A1,0.37805
TMEM156,0.9342
KLHL5,0.88602
WDR19,0.4963
RFC1,0.934
KLB,0.25213
RPL9,0.36737
LIAS,0.091664
UGDH,0.11417
SMIM14,0.08186
UBE2K,0.69572
PDS5A,0.079881
N4BP2,0.33786
RHOH,0.0049778
CHRNA9,0.055132
RBM47,0.27487
NSUN7,0.12353
APBB2,0.019133
UCHL1,0.48944
LIMCH1,0.49855
PHOX2B,0.14946
TMEM33,0.47753
DCAF4L1,0.77263
SLC30A9,0.32452
BEND4,0.096289
SHISA3,0.7877
ATP8A1,0.6488
GRXCR1,0.10619
KCTD8,0.71817
YIPF7,0.74826
GUF1,0.17549
GNPDA2,0.28876
GABRG1,0.90623
GABRA2,0.21876
COX7B2,0.28777
GABRA4,0.3702
GABRB1,0.25283
COMMD8,0.63048
ATP10D,0.91902
CORIN,0.85806
NFXL1,0.059866
CNGA1,0.017736
NIPAL1,0.22651
TXK,0.72116
TEC,0.46234
SLAIN2,0.17974
SLC10A4,0.2926
ZAR1,0.33342
FRYL,0.078281
OCIAD1,0.30926
OCIAD2,0.19206
CWH43,0.049598
DCUN1D4,0.020854
LRRC66,0.061355
SGCB,0.017001
SPATA18,0.30722
USP46,0.67746
ERVMER34-1,0.70923
RASL11B,0.77722
SCFD2,0.19658
FIP1L1,0.6538
LNX1,0.59602
LOC101928879,0.69583
CHIC2,0.65328
GSX2,0.60594
PDGFRA,0.5244
KIT,0.27877
KDR,0.9377
SRD5A3,0.80198
TMEM165,0.60113
CLOCK,0.6829
PDCL2,0.65036
NMU,0.18836
EXOC1,0.21088
CEP135,0.71192
CRACD,0.38271
AASDH,0.18491
PPAT,0.24805
LOC100506514,0.24931
PAICS,0.13676
SRP72,0.20213
ARL9,0.077669
THEGL,0.2362
HOPX,0.12918
SPINK2,0.12167
REST,0.054691
NOA1,0.15641
POLR2B,0.22086
IGFBP7,0.31084
ADGRL3,0.63201
TECRL,0.93008
EPHA5,0.38541
CENPC,0.15387
STAP1,0.055644
UBA6,0.80373
GNRHR,0.77529
TMPRSS11D,0.050371
TMPRSS11A,0.12632
TMPRSS11F,0.54772
TMPRSS11B,0.1624
YTHDC1,0.67846
TMPRSS11E,0.97291
UGT2B15,0.84637
UGT2B10,0.79537
UGT2A3,0.89948
UGT2B7,0.67825
LOC105377267,0.53522
UGT2B11,0.77777
UGT2B4,0.23786
UGT2A2,0.73734
UGT2A1,0.7548
SULT1B1,0.39512
SULT1E1,0.5957
CSN1S1,0.814
CSN2,0.26952
STATH,0.46367
HTN3,0.063004
HTN1,0.32975
PRR27,0.94213
ODAM,0.14058
FDCSP,0.22879
CSN3,0.19595
CABS1,0.85823
SMR3A,0.92847
SMR3B,0.91136
OPRPN,0.19108
MUC7,0.57351
AMTN,0.45309
AMBN,0.22972
ENAM,0.21091
JCHAIN,0.17682
UTP3,0.38938
RUFY3,0.50761
GRSF1,0.38386
MOB1B,0.22801
DCK,0.078608
SLC4A4,0.79555
GC,0.04408
NPFFR2,0.82994
ADAMTS3,0.022019
COX18,0.45521
ANKRD17,0.072729
ALB,0.5529
AFP,0.65573
AFM,0.26722
RASSF6,0.43986
CXCL8,0.46929
CXCL6,0.58538
PF4V1,0.55934
CXCL1,0.13182
PF4,0.90927
PPBP,0.83325
CXCL5,0.76821
CXCL3,0.79745
CXCL2,0.4091
MTHFD2L,0.60572
EPGN,0.94608
EREG,0.21017
AREG,0.71057
BTC,0.56408
PARM1,0.45838
RCHY1,0.61695
THAP6,0.77852
ODAPH,0.082262
CDKL2,0.28644
G3BP2,0.27526
USO1,0.50399
PPEF2,0.55237
NAAA,0.15482
SDAD1,0.54182
CXCL9,0.78406
ART3,0.45311
CXCL10,0.25763
CXCL11,0.95343
NUP54,0.86161
SCARB2,0.8881
FAM47E,0.4567
FAM47E-STBD1,0.34559
STBD1,0.24425
CCDC158,0.65376
SHROOM3,0.12682
SOWAHB,0.21598
SEPTIN11,0.88713
CCNI,0.63424
CCNG2,0.091299
CXCL13,0.24841
CNOT6L,0.11349
MRPL1,0.019283
FRAS1,0.1612
ANXA3,0.32115
BMP2K,0.5767
PAQR3,0.78426
NAA11,0.32526
GK2,0.74693
ANTXR2,0.28199
PRDM8,0.33456
FGF5,0.38303
CFAP299,0.0023374
BMP3,0.8864
PRKG2,0.4225
RASGEF1B,0.22902
HNRNPD,0.00012081
HNRNPDL,0.38845
ENOPH1,0.39556
LOC105377310,0.51053
TMEM150C,0.20699
SCD5,0.20541
SEC31A,0.28398
THAP9,0.92986
LIN54,0.92531
COPS4,0.59469
PLAC8,0.13614
COQ2,0.51051
HPSE,0.038365
HELQ,0.58798
MRPS18C,0.6795
ABRAXAS1,0.31133
GPAT3,0.62873
NKX6-1,0.71891
CDS1,0.054216
WDFY3,0.28317
ARHGAP24,0.29698
MAPK10,0.74819
PTPN13,0.81607
SLC10A6,0.42966
C4orf36,0.29755
AFF1,0.34619
KLHL8,0.17976
HSD17B13,0.55993
HSD17B11,0.75611
NUDT9,0.57853
SPARCL1,0.28245
DSPP,0.36357
DMP1,0.0027627
IBSP,0.0019664
MEPE,0.048899
SPP1,0.45862
PKD2,0.5495
ABCG2,0.17778
PPM1K,0.40798
HERC6,0.0561
HERC5,0.19768
PIGY,0.30718
PYURF,0.30718
HERC3,0.85077
NAP1L5,0.90622
FAM13A,0.25459
TIGD2,0.536
GPRIN3,0.85422
SNCA,0.13594
MMRN1,0.59204
CCSER1,0.5812
GRID2,0.48453
ATOH1,0.33791
SMARCAD1,0.92933
HPGDS,0.96066
PDLIM5,0.72269
BMPR1B,0.032867
UNC5C,0.10818
PDHA2,0.27302
STPG2,0.616
RAP1GDS1,0.020123
TSPAN5,0.090678
EIF4E,0.70851
METAP1,0.59453
ADH5,0.62998
ADH4,0.45375
ADH6,0.2663
ADH1A,0.57782
ADH1B,0.75803
ADH1C,0.8893
ADH7,0.30502
C4orf17,0.39738
TRMT10A,0.35142
MTTP,0.30665
C4orf54,0.62654
DAPP1,0.50469
LAMTOR3,0.22521
DNAJB14,0.23561
H2AZ1,0.27087
DDIT4L,0.91937
EMCN,0.19651
