SYMBOL,P
CPB1,0.48686
CPA3,0.24911
GYG1,0.083138
HLTF,0.2023
HPS3,0.26287
CP,0.58314
TM4SF18,0.65133
TM4SF1,0.22742
TM4SF4,0.97376
WWTR1,0.7899
COMMD2,0.21362
ANKUB1,0.38886
RNF13,0.70864
PFN2,0.64687
TMEM183B,0.59774
TSC22D2,0.21072
SERP1,0.43929
EIF2A,0.41463
SELENOT,0.27648
ERICH6,0.17879
SIAH2,0.36484
CLRN1,0.36896
MED12L,0.62327
GPR171,0.37885
P2RY14,0.59242
GPR87,0.83214
P2RY13,0.87466
P2RY12,0.45912
IGSF10,0.47262
AADACL2,0.21489
AADAC,0.57042
SUCNR1,0.29268
MBNL1,0.51263
TMEM14EP,0.66158
P2RY1,0.79497
RAP2B,0.58447
LINC02877,0.75163
ARHGEF26,0.20351
DHX36,0.39825
GPR149,0.40209
MME,0.98134
PLCH1,0.2245
C3orf33,0.27384
SLC33A1,0.086811
GMPS,0.047584
KCNAB1,0.36591
SSR3,0.77101
TIPARP,0.82203
LEKR1,0.075373
CCNL1,0.67373
VEPH1,0.9127
PTX3,0.88512
SLC66A1L,0.51825
SHOX2,0.78458
RSRC1,0.91848
MLF1,0.82575
GFM1,0.6468
LXN,0.65711
RARRES1,0.654
LOC100287290,0.7067
MFSD1,0.35793
IQCJ,0.96855
IQCJ-SCHIP1,0.87428
SCHIP1,0.77525
IL12A,0.23206
C3orf80,0.63533
IFT80,0.61633
SMC4,0.66273
TRIM59,0.67267
KPNA4,0.51248
ARL14,0.20751
PPM1L,0.23108
B3GALNT1,0.24874
NMD3,0.3758
SPTSSB,0.22524
OTOL1,0.51128
SI,0.80505
SLITRK3,0.82698
BCHE,0.67102
ZBBX,0.52273
SERPINI2,0.12616
WDR49,0.11723
PDCD10,0.44059
SERPINI1,0.26475
GOLIM4,0.14844
MECOM,0.53348
ACTRT3,0.92161
MYNN,0.88798
LRRC34,0.935
LRRIQ4,0.97069
LRRC31,0.98542
SAMD7,0.9445
SEC62,0.89165
GPR160,0.34029
PHC3,0.17161
PRKCI,0.40054
SKIL,0.38081
CLDN11,0.61214
SLC7A14,0.9006
RPL22L1,0.91201
EIF5A2,0.9646
SLC2A2,0.94283
TNIK,0.12847
PLD1,0.42773
TMEM212,0.012492
FNDC3B,0.76976
GHSR,0.74047
TNFSF10,0.66903
NCEH1,0.88285
ECT2,0.74355
SPATA16,0.93741
NLGN1,0.67894
NAALADL2,0.16746
TBL1XR1,0.68035
KCNMB2,0.036639
ZMAT3,0.093502
PIK3CA,0.24796
KCNMB3,0.065776
ZNF639,0.23973
MFN1,0.67845
GNB4,0.76536
ACTL6A,0.93627
MRPL47,0.93215
NDUFB5,0.909
USP13,0.053424
PEX5L,0.30865
TTC14,0.32
CCDC39,0.10235
FXR1,0.2204
DNAJC19,0.30601
SOX2,0.22618
ATP11B,0.034651
DCUN1D1,0.035693
MCCC1,0.16157
LAMP3,0.039795
MCF2L2,0.35572
B3GNT5,0.70909
KLHL6,0.28855
KLHL24,0.41515
YEATS2,0.67144
MAP6D1,0.74034
PARL,0.95399
ABCC5,0.39106
HTR3D,0.45263
HTR3C,0.30217
HTR3E,0.36904
EIF2B5,0.21403
DVL3,0.17809
AP2M1,0.18467
ABCF3,0.27883
VWA5B2,0.53105
ALG3,0.55317
ECE2,0.74739
CAMK2N2,0.72751
PSMD2,0.77839
EIF4G1,0.57083
FAM131A,0.52893
CLCN2,0.62221
POLR2H,0.65298
THPO,0.81256
CHRD,0.7322
EPHB3,0.51071
MAGEF1,0.92415
VPS8,0.17001
C3orf70,0.14175
EHHADH,0.84751
MAP3K13,0.48412
TMEM41A,0.10566
LIPH,0.23516
SENP2,0.081216
IGF2BP2,0.48474
TRA2B,0.18452
ETV5,0.029955
DGKG,0.18394
CRYGS,0.60203
TBCCD1,0.29
DNAJB11,0.19029
AHSG,0.38512
FETUB,0.74848
HRG,0.71274
KNG1,0.061714
EIF4A2,0.16157
RFC4,0.18469
ADIPOQ,0.74193
ST6GAL1,0.20138
RPL39L,0.85282
RTP1,0.77731
MASP1,0.052668
RTP4,0.90347
SST,0.31774
RTP2,0.69729
BCL6,0.89849
LPP,0.096236
TPRG1,0.4202
TP63,0.88963
P3H2,0.40219
CLDN1,0.085589
CLDN16,0.17175
TMEM207,0.32056
IL1RAP,0.49364
GMNC,0.51627
OSTN,0.0014159
UTS2B,0.47975
CCDC50,0.023008
PYDC2,0.17284
FGF12,0.87978
MB21D2,0.20074
PLAAT1,0.56124
ATP13A5,0.66799
ATP13A4,0.2631
OPA1,0.55326
HES1,0.58258
CPN2,0.24077
LRRC15,0.29232
GP5,0.46415
ATP13A3,0.51454
TMEM44,0.55226
LSG1,0.81478
FAM43A,0.5352
XXYLT1,0.70587
ACAP2,0.95202
PPP1R2,0.74885
APOD,0.39462
MUC20,0.21475
MUC4,0.11148
TNK2,0.010258
TFRC,0.28441
ZDHHC19,0.37469
SLC51A,0.28875
PCYT1A,0.46895
DYNLT2B,0.54869
TM4SF19,0.43928
UBXN7,0.34063
RNF168,0.48104
SMCO1,0.40502
WDR53,0.18631
FBXO45,0.59308
NRROS,0.656
CEP19,0.64587
PIGX,0.87931
PAK2,0.95816
SENP5,0.3517
NCBP2,0.23718
PIGZ,0.037724
MELTF,0.2976
DLG1,0.17386
BDH1,0.038099
RUBCN,0.42119
FYTTD1,0.49195
LRCH3,0.69266
IQCG,0.56896
RPL35A,0.58098
LMLN,0.49509
FAM157A,0.26479
ZNF595,0.22538
ZNF718,0.69061
ZNF732,0.63214
ZNF141,0.82034
ZNF721,0.78915
PIGG,0.11801
PDE6B,0.70212
ATP5ME,0.61605
MYL5,0.53919
SLC49A3,0.088579
PCGF3,0.20748
CPLX1,0.53971
GAK,0.010503
TMEM175,0.011577
DGKQ,0.011074
SLC26A1,0.0026825
IDUA,0.00073981
FGFRL1,0.00087283
RNF212,0.3666
SPON2,0.14471
LOC101928548,0.043187
CTBP1,0.024388
MAEA,0.11663
NA,0.077042
UVSSA,0.13415
NA,0.38673
FAM53A,0.29258
SLBP,0.31669
TMEM129,0.32024
TACC3,0.28728
FGFR3,0.48409
LETM1,0.48541
NSD2,0.40394
NELFA,0.36397
C4orf48,0.25131
NAT8L,0.33377
POLN,0.30589
HAUS3,0.26803
MXD4,0.11037
ZFYVE28,0.000096683
CFAP99,0.44716
RNF4,0.44453
FAM193A,0.37827
TNIP2,0.51232
SH3BP2,0.0008932
ADD1,0.0077255
MFSD10,0.089912
NOP14,0.28428
GRK4,0.61199
HTT,0.77905
MSANTD1,0.1244
RGS12,0.22365
HGFAC,0.42718
DOK7,0.83729
LRPAP1,0.97808
ADRA2C,0.5615
OTOP1,0.21022
TMEM128,0.67703
LYAR,0.70307
ZBTB49,0.67151
NSG1,0.39025
STX18,0.31192
MSX1,0.60592
CYTL1,0.041655
STK32B,0.84795
EVC2,0.94614
EVC,0.34065
CRMP1,0.47446
C4orf50,0.8092
JAKMIP1,0.38219
WFS1,0.34616
PPP2R2C,0.49923
MAN2B2,0.82125
MRFAP1,0.22272
S100P,0.29867
MRFAP1L1,0.77137
BLOC1S4,0.42043
KIAA0232,0.021435
TBC1D14,0.92935
CCDC96,0.82048
TADA2B,0.74434
GRPEL1,0.68128
SORCS2,0.19536
PSAPL1,0.0048624
AFAP1,0.37464
LOC389199,0.083835
ABLIM2,0.16734
SH3TC1,0.12879
HTRA3,0.37164
ACOX3,0.30351
TRMT44,0.31362
GPR78,0.13735
CPZ,0.14289
HMX1,0.007499
OR7E85BP,0.11811
FAM86KP,0.31839
USP17L10,0.033169
USP17L11,0.044786
USP17L12,0.046206
USP17L13,0.046206
USP17L15,0.93732
USP17L17,0.93732
USP17L18,0.93732
USP17L19,0.93732
USP17L20,0.90648
USP17L21,0.90648
USP17L22,0.90648
USP17L28,0.41611
USP17L29,0.51306
USP17L30,0.49811
DEFB108F,0.58153
DEFB131A,0.53388
LOC101928948,0.52848
DRD5,0.49964
SLC2A9,0.1226
WDR1,0.48921
ZNF518B,0.5795
CLNK,0.30341
HS3ST1,0.68233
RAB28,0.92917
NKX3-2,0.49483
BOD1L1,0.18042
CPEB2,0.38786
C1QTNF7,0.39073
CC2D2A,0.049878
FBXL5,0.013527
FAM200B,0.020573
BST1,0.24308
CD38,0.50816
FGFBP1,0.18991
FGFBP2,0.25582
PROM1,0.19847
TAPT1,0.78052
LDB2,0.40518
QDPR,0.86271
CLRN2,0.24942
LAP3,0.47389
MED28,0.40448
FAM184B,0.52045
DCAF16,0.86736
NCAPG,0.82999
LCORL,0.58722
SLIT2,0.20961
PACRGL,0.48767
KCNIP4,0.87266
ADGRA3,0.7654
GBA3,0.98023
PPARGC1A,0.69552
DHX15,0.38002
SOD3,0.0014174
CCDC149,0.022862
LGI2,0.094175
SEPSECS,0.69571
PI4K2B,0.59695
ZCCHC4,0.50816
ANAPC4,0.81088
SLC34A2,0.46821
SEL1L3,0.083087
SMIM20,0.075013
RBPJ,0.70016
CCKAR,0.43391
TBC1D19,0.65984
STIM2,0.40528
PCDH7,0.3427
ARAP2,0.95276
DTHD1,0.95447
NWD2,0.26037
C4orf19,0.72512
RELL1,0.22205
PGM2,0.56077
TBC1D1,0.78873
PTTG2,0.84796
KLF3,0.54076
TLR10,0.63819
TLR1,0.43342
TLR6,0.24372
FAM114A1,0.52839
TMEM156,0.95219
KLHL5,0.91918
WDR19,0.87669
RFC1,0.96071
KLB,0.95442
RPL9,0.89174
LIAS,0.89974
UGDH,0.90582
SMIM14,0.44905
UBE2K,0.86108
PDS5A,0.84051
N4BP2,0.55637
RHOH,0.90374
CHRNA9,0.87317
RBM47,0.57085
NSUN7,0.82307
APBB2,0.11433
UCHL1,0.06843
LIMCH1,0.082573
PHOX2B,0.15688
TMEM33,0.10932
DCAF4L1,0.38648
SLC30A9,0.42811
BEND4,0.6807
SHISA3,0.44379
ATP8A1,0.35111
GRXCR1,0.26075
KCTD8,0.72716
YIPF7,0.33709
GUF1,0.71425
GNPDA2,0.61273
GABRG1,0.60111
GABRA2,0.55278
COX7B2,0.43276
GABRA4,0.85757
GABRB1,0.67466
COMMD8,0.10313
ATP10D,0.0047648
CORIN,0.48836
NFXL1,0.52298
CNGA1,0.44519
NIPAL1,0.78391
TXK,0.95953
TEC,0.96297
SLAIN2,0.4356
SLC10A4,0.5884
ZAR1,0.57415
FRYL,0.50269
OCIAD1,0.28137
OCIAD2,0.29394
CWH43,0.28392
DCUN1D4,0.30881
LRRC66,0.13192
SGCB,0.075106
SPATA18,0.094723
USP46,0.89414
ERVMER34-1,0.70478
RASL11B,0.7496
SCFD2,0.41458
FIP1L1,0.072406
LNX1,0.15368
LOC101928879,0.52241
CHIC2,0.092282
GSX2,0.7429
PDGFRA,0.54376
KIT,0.042701
KDR,0.065021
SRD5A3,0.66326
TMEM165,0.66547
CLOCK,0.70334
PDCL2,0.6691
NMU,0.74392
EXOC1,0.72732
CEP135,0.39855
CRACD,0.16332
AASDH,0.055777
PPAT,0.080872
PAICS,0.10027
SRP72,0.15239
ARL9,0.21851
THEGL,0.50831
HOPX,0.11183
SPINK2,0.47508
REST,0.46153
NOA1,0.34748
POLR2B,0.1596
IGFBP7,0.030542
ADGRL3,0.80895
TECRL,0.42232
EPHA5,0.70731
CENPC,0.49839
STAP1,0.46124
UBA6,0.28775
GNRHR,0.44225
TMPRSS11D,0.60775
TMPRSS11A,0.39634
TMPRSS11F,0.19633
TMPRSS11B,0.80474
YTHDC1,0.72996
TMPRSS11E,0.10444
UGT2B17,0.19311
UGT2B15,0.49838
UGT2B10,0.53526
UGT2A3,0.70215
UGT2B7,0.7416
UGT2B11,0.33601
UGT2B28,0.42155
UGT2B4,0.40221
UGT2A2,0.18843
UGT2A1,0.21979
SULT1B1,0.44396
SULT1E1,0.46268
CSN1S1,0.73144
CSN2,0.74721
STATH,0.44822
HTN3,0.75449
HTN1,0.69166
PRR27,0.16451
ODAM,0.30337
FDCSP,0.38043
CSN3,0.39615
CABS1,0.17075
SMR3A,0.37972
SMR3B,0.34491
OPRPN,0.3221
MUC7,0.24508
AMTN,0.19622
AMBN,0.083066
ENAM,0.09702
JCHAIN,0.024342
UTP3,0.11778
RUFY3,0.21301
GRSF1,0.10546
MOB1B,0.74175
DCK,0.80089
SLC4A4,0.29956
GC,0.13745
NPFFR2,0.16118
ADAMTS3,0.053955
COX18,0.85747
ANKRD17,0.83364
ALB,0.44506
AFP,0.28
AFM,0.3607
RASSF6,0.65797
CXCL8,0.055011
CXCL6,0.49175
PF4V1,0.59522
CXCL1,0.29251
PF4,0.21398
PPBP,0.15384
CXCL5,0.11081
CXCL3,0.962
CXCL2,0.47301
MTHFD2L,0.35902
EPGN,0.11273
EREG,0.47132
AREG,0.49849
BTC,0.79652
PARM1,0.84828
RCHY1,0.77644
THAP6,0.34707
ODAPH,0.088545
CDKL2,0.14343
G3BP2,0.53566
USO1,0.72251
PPEF2,0.60358
NAAA,0.47645
SDAD1,0.40967
CXCL9,0.34659
ART3,0.38732
CXCL10,0.44813
CXCL11,0.48064
NUP54,0.27945
SCARB2,0.15446
FAM47E,0.62086
FAM47E-STBD1,0.91627
STBD1,0.78404
CCDC158,0.84305
SHROOM3,0.87644
SOWAHB,0.4767
SEPTIN11,0.42635
CCNI,0.28608
CCNG2,0.6185
CXCL13,0.76995
CNOT6L,0.32749
MRPL1,0.44959
FRAS1,0.55012
ANXA3,0.70119
BMP2K,0.42244
PAQR3,0.15885
NAA11,0.14137
GK2,0.70625
ANTXR2,0.37577
PRDM8,0.71292
FGF5,0.65471
CFAP299,0.64261
BMP3,0.90362
PRKG2,0.73914
RASGEF1B,0.27787
HNRNPD,0.13517
HNRNPDL,0.40984
ENOPH1,0.39252
TMEM150C,0.32728
SCD5,0.71876
SEC31A,0.82114
THAP9,0.87037
LIN54,0.92187
COPS4,0.93629
PLAC8,0.86346
COQ2,0.0483
HPSE,0.031084
HELQ,0.7179
MRPS18C,0.70119
ABRAXAS1,0.58557
GPAT3,0.61789
NKX6-1,0.86522
CDS1,0.011422
WDFY3,0.15136
ARHGAP24,0.64455
MAPK10,0.59014
PTPN13,0.58012
SLC10A6,0.57759
C4orf36,0.23501
AFF1,0.47123
KLHL8,0.25598
HSD17B13,0.28978
HSD17B11,0.19414
NUDT9,0.57579
SPARCL1,0.68663
DSPP,0.025003
DMP1,0.77339
IBSP,0.89259
MEPE,0.58437
SPP1,0.49352
PKD2,0.40644
ABCG2,0.62832
PPM1K,0.94791
HERC6,0.40995
HERC5,0.63597
PIGY,0.51585
PYURF,0.51585
HERC3,0.19799
NAP1L5,0.22688
FAM13A,0.29458
TIGD2,0.55908
GPRIN3,0.60697
SNCA,0.85551
MMRN1,0.48839
CCSER1,0.68209
GRID2,0.94226
ATOH1,0.81692
SMARCAD1,0.39322
HPGDS,0.39767
PDLIM5,0.79525
BMPR1B,0.91278
UNC5C,0.93992
PDHA2,0.35121
STPG2,0.11432
RAP1GDS1,0.193
TSPAN5,0.13747
EIF4E,0.63726
METAP1,0.25873
ADH5,0.34904
ADH4,0.63472
ADH6,0.084999
ADH1A,0.022334
ADH1B,0.041343
ADH1C,0.26499
ADH7,0.090649
C4orf17,0.34148
TRMT10A,0.13472
MTTP,0.18553
C4orf54,0.32382
DAPP1,0.096818
LAMTOR3,0.54793
DNAJB14,0.83887
H2AZ1,0.93225
DDIT4L,0.60126
EMCN,0.33303
PPP3CA,0.44695
BANK1,0.077773
SLC39A8,0.46009
NFKB1,0.28828
MANBA,0.74507
UBE2D3,0.94169
CISD2,0.95586
SLC9B1,0.89782
SLC9B2,0.87665
BDH2,0.93564
CENPE,0.77923
TACR3,0.5662
CXXC4,0.74623
TET2,0.92424
PPA2,0.8152
ARHGEF38,0.90093
INTS12,0.9501
GSTCD,0.94024
NPNT,0.68119
TBCK,0.086286
AIMP1,0.080531
GIMD1,0.16093
DKK2,0.24439
PAPSS1,0.019856
SGMS2,0.72284
CYP2U1,0.37123
HADH,0.81208
LEF1,0.3171
RPL34,0.52204
OSTC,0.7274
ETNPPL,0.64748
COL25A1,0.3176
SEC24B,0.17261
MCUB,0.082064
CASP6,0.024061
PLA2G12A,0.0061387
CFI,0.028763
GAR1,0.23452
RRH,0.14266
LRIT3,0.062834
EGF,0.067494
ELOVL6,0.92421
ENPEP,0.035244
PITX2,0.21853
FAM241A,0.47195
AP1AR,0.96802
TIFA,0.97839
ALPK1,0.62863
NEUROG2,0.11401
ZGRF1,0.14433
LARP7,0.11072
ANK2,0.11533
CAMK2D,0.18804
ARSJ,0.13503
UGT8,0.23143
NDST4,0.078614
TRAM1L1,0.037583
NDST3,0.48434
PRSS12,0.59754
METTL14,0.99519
SEC24D,0.68435
SYNPO2,0.30477
MYOZ2,0.82346
USP53,0.4348
C4orf3,0.1919
FABP2,0.0651
PDE5A,0.054544
MAD2L1,0.055877
PRDM5,0.12323
NDNF,0.36214
TNIP3,0.10705
QRFPR,0.02311
ANXA5,0.6012
SMIM43,0.28075
EXOSC9,0.25053
CCNA2,0.28169
BBS7,0.23821
TRPC3,0.25109
KIAA1109,0.91868
ADAD1,0.71735
IL2,0.80178
IL21,0.68812
BBS12,0.85758
FGF2,0.20299
NUDT6,0.10222
SPATA5,0.108
SPRY1,0.41032
ANKRD50,0.23022
FAT4,0.59284
INTU,0.69671
SLC25A31,0.49303
HSPA4L,0.29425
PLK4,0.22545
MFSD8,0.3424
ABHD18,0.34951
LARP1B,0.7054
PGRMC2,0.47295
JADE1,0.74979
SCLT1,0.88748
C4orf33,0.75368
PCDH10,0.0069851
PABPC4L,0.036101
PCDH18,0.26331
SLC7A11,0.97657
NOCT,0.58302
ELF2,0.31969
MGARP,0.24075
NDUFC1,0.29617
NAA15,0.32196
RAB33B,0.22381
SETD7,0.93374
MGST2,0.89047
MAML3,0.81903
SCOC,0.76162
CLGN,0.35032
MGAT4D,0.71485
ELMOD2,0.70421
UCP1,0.3982
TBC1D9,0.18136
RNF150,0.22019
ZNF330,0.35612
IL15,0.3289
INPP4B,0.94924
USP38,0.67539
GAB1,0.88816
SMARCA5,0.18926
FREM3,0.2646
GYPE,0.78912
GYPB,0.84543
GYPA,0.98873
HHIP,0.6273
ANAPC10,0.65072
ABCE1,0.46743
OTUD4,0.53099
NA,0.83824
SMAD1,0.95324
MMAA,0.70305
C4orf51,0.70571
ZNF827,0.4937
LSM6,0.62955
SLC10A7,0.027577
POU4F2,0.46639
TTC29,0.14326
EDNRA,0.91315
TMEM184C,0.088418
PRMT9,0.1921
ARHGAP10,0.80336
NR3C2,0.12193
IQCM,0.19223
DCLK2,0.15297
LRBA,0.60966
MAB21L2,0.30767
RPS3A,0.13695
SH3D19,0.13892
PRSS48,0.27337
FAM160A1,0.16172
GATB,0.28533
FBXW7,0.043943
TMEM154,0.031634
TIGD4,0.46188
ARFIP1,0.55567
FHDC1,0.11538
TRIM2,0.79365
MND1,0.55356
TMEM131L,0.37149
TLR2,0.34702
RNF175,0.20585
SFRP2,0.58508
DCHS2,0.39869
PLRG1,0.70277
FGB,0.91539
FGA,0.82115
FGG,0.68107
LRAT,0.68901
RBM46,0.17477
NPY2R,0.9522
MAP9,0.36164
GUCY1A1,0.29477
GUCY1B1,0.04309
ASIC5,0.67823
TDO2,0.64363
CTSO,0.44448
PDGFC,0.86301
GLRB,0.28787
GRIA2,0.96806
GASK1B,0.21743
TMEM144,0.739
RXFP1,0.71464
C4orf46,0.33144
ETFDH,0.0045146
PPID,0.00082941
FNIP2,0.0038762
C4orf45,0.015067
RAPGEF2,0.73795
FSTL5,0.34683
NAF1,0.75493
NPY1R,0.56132
NPY5R,0.70968
TKTL2,0.0041833
TMA16,0.04061
MARCHF1,0.85523
ANP32C,0.65245
APELA,0.88661
FAM218BP,0.82787
TRIM61,0.568
FAM218A,0.59395
TRIM60,0.075448
TMEM192,0.41711
KLHL2,0.30551
MSMO1,0.82563
CPE,0.77166
TLL1,0.72932
SPOCK3,0.24532
ANXA10,0.84566
DDX60,0.76671
DDX60L,0.86336
PALLD,0.085294
CBR4,0.11931
SH3RF1,0.13503
NEK1,0.0014802
CLCN3,0.00013549
HPF1,0.022554
MFAP3L,0.25316
AADAT,0.81357
GALNTL6,0.66813
GALNT7,0.6654
HMGB2,0.94863
SAP30,0.75818
SCRG1,0.2859
HAND2,0.67671
FBXO8,0.14196
CEP44,0.084507
HPGD,0.38116
GLRA3,0.69873
ADAM29,0.82992
GPM6A,0.12244
WDR17,0.20489
SPATA4,0.85071
ASB5,0.9086
SPCS3,0.59383
VEGFC,0.09138
NEIL3,0.05641
AGA,0.062324
LOC285500,0.32163
TENM3,0.4566
DCTD,0.34265
WWC2,0.0064602
CLDN22,0.10626
CLDN24,0.10041
CDKN2AIP,0.24204
ING2,0.15018
RWDD4,0.21232
TRAPPC11,0.11543
STOX2,0.59721
ENPP6,0.51022
IRF2,0.24149
CASP3,0.23189
PRIMPOL,0.39179
CENPU,0.31666
ACSL1,0.17609
HELT,0.25159
SLC25A4,0.36514
CFAP97,0.49778
SNX25,0.098968
LRP2BP,0.07828
ANKRD37,0.46157
UFSP2,0.70792
C4orf47,0.74567
CCDC110,0.60898
PDLIM3,0.30685
SORBS2,0.15511
TLR3,0.67429
FAM149A,0.40408
CYP4V2,0.45049
KLKB1,0.15064
F11,0.38092
MTNR1A,0.39836
FAT1,0.88444
ZFP42,0.21331
TRIML2,0.5999
TRIML1,0.93241
FRG1,0.60373
FRG2,0.091525
PLEKHG4B,0.097458
LRRC14B,0.044117
CCDC127,0.0076328
SDHA,0.0081676
PDCD6,0.011577
AHRR,0.024913
EXOC3,0.12413
SLC9A3,0.24973
CEP72,0.77165
TPPP,0.91266
ZDHHC11B,0.82
ZDHHC11,0.55893
BRD9,0.53125
TRIP13,0.54041
NKD2,0.94488
SLC12A7,0.86742
NA,0.83885
SLC6A19,0.56414
SLC6A18,0.80202
TERT,0.7364
CLPTM1L,0.6041
SLC6A3,0.6412
LPCAT1,0.27581
MRPL36,0.010372
NDUFS6,0.022286
IRX4,0.018744
IRX2,0.66106
C5orf38,0.69826
IRX1,0.49001
ADAMTS16,0.2936
ICE1,0.88055
MED10,0.74801
UBE2QL1,0.96027
NSUN2,0.7818
SRD5A1,0.92388
TENT4A,0.68426
ADCY2,0.60779
C5orf49,0.27621
MTRR,0.019217
FASTKD3,0.036394
SEMA5A,0.82242
TAS2R1,0.29006
ATPSCKMT,0.013877
CCT5,0.025722
CMBL,0.072867
MARCHF6,0.44888
ROPN1L,0.65761
ANKRD33B,0.5721
DAP,0.9295
CTNND2,0.45875
DNAH5,0.38155
TRIO,0.54007
OTULINL,0.95691
OTULIN,0.10905
ANKH,0.15897
FBXL7,0.80745
MARCHF11,0.13708
ZNF622,0.72823
RETREG1,0.90083
MYO10,0.12288
BASP1,0.50372
CDH18,0.17246
NA,0.35695
CDH12,0.29488
PRDM9,0.22603
CDH10,0.15837
CDH9,0.30902
CDH6,0.49006
DROSHA,0.047808
C5orf22,0.61398
PDZD2,0.36571
GOLPH3,0.24842
MTMR12,0.83979
ZFR,0.72764
SUB1,0.54277
NPR3,0.72029
TARS1,0.61175
ADAMTS12,0.2439
RXFP3,0.24911
SLC45A2,0.45341
AMACR,0.86339
C1QTNF3,0.82933
RAI14,0.064137
TTC23L,0.31353
RAD1,0.36349
BRIX1,0.33223
DNAJC21,0.14889
AGXT2,0.32101
PRLR,0.23226
SPEF2,0.070926
IL7R,0.13021
CAPSL,0.33181
UGT3A1,0.18579
UGT3A2,0.22913
LMBRD2,0.63314
SKP2,0.63722
NADK2,0.45445
RANBP3L,0.65276
SLC1A3,0.79662
NIPBL,0.89123
CPLANE1,0.53155
NUP155,0.82881
WDR70,0.80221
GDNF,0.028842
GDNF-AS1,0.048921
EGFLAM,0.12354
LIFR,0.59951
OSMR,0.068995
RICTOR,0.079036
FYB1,0.44855
C9,0.032912
DAB2,0.11971
PTGER4,0.70552
TTC33,0.92999
PRKAA1,0.98855
RPL37,0.89521
CARD6,0.78104
C7,0.77051
MROH2B,0.93655
C6,0.87312
PLCXD3,0.60916
OXCT1,0.017628
C5orf51,0.13253
FBXO4,0.21976
GHR,0.67718
CCDC152,0.67589
SELENOP,0.6691
ANXA2R,0.32626
ZNF131,0.53115
NIM1K,0.82499
HMGCS1,0.5038
CCL28,0.31893
TMEM267,0.62545
C5orf34,0.66059
PAIP1,0.56189
NNT,0.023641
FGF10,0.41464
MRPS30,0.73543
HCN1,0.057217
EMB,0.46789
PARP8,0.58156
ISL1,0.27305
PELO,0.95206
ITGA1,0.95855
ITGA2,0.42364
MOCS2,0.50422
FST,0.14463
NDUFS4,0.0052679
ARL15,0.0096849
HSPB3,0.88059
SNX18,0.86877
ESM1,0.10791
GZMK,0.68254
GZMA,0.73481
CDC20B,0.29381
GPX8,0.18904
MCIDAS,0.063612
CCNO,0.041797
DHX29,0.013526
MTREX,0.021767
PLPP1,0.016331
SLC38A9,0.75651
DDX4,0.39031
IL31RA,0.31083
IL6ST,0.93031
ANKRD55,0.31299
C5orf67,0.26958
MAP3K1,0.57884
SETD9,0.43479
MIER3,0.60467
GPBP1,0.98657
ACTBL2,0.64197
PLK2,0.97063
GAPT,0.51223
RAB3C,0.39231
PDE4D,0.92418
DEPDC1B,0.0084798
ELOVL7,0.012726
ERCC8,0.051555
NDUFAF2,0.056529
SMIM15,0.038017
ZSWIM6,0.70921
C5orf64,0.097212
KIF2A,0.068622
DIMT1,0.10457
IPO11,0.15842
LRRC70,0.24051
HTR1A,0.60174
RNF180,0.5898
RGS7BP,0.40934
SHISAL2B,0.73224
SREK1IP1,0.78352
CWC27,0.74795
ADAMTS6,0.8921
CENPK,0.91635
PPWD1,0.92799
TRIM23,0.93566
TRAPPC13,0.98105
SGTB,0.81187
NLN,0.73307
ERBIN,0.025458
SREK1,0.0045439
MAST4,0.26103
CD180,0.11905
PIK3R1,0.82252
SLC30A5,0.6439
CCNB1,0.46456
CENPH,0.52719
MRPS36,0.58087
CDK7,0.63278
CCDC125,0.45364
TAF9,0.19482
RAD17,0.25856
MARVELD2,0.22445
OCLN,0.039563
GTF2H2C,0.042618
SERF1B,0.020178
SMN2,0.007797
LOC101929599,0.059809
SERF1A,0.29174
SMN1,0.021343
NAIP,0.088109
GTF2H2,0.44592
BDP1,0.069316
MCCC2,0.060928
CARTPT,0.19539
MAP1B,0.77709
MRPS27,0.49087
PTCD2,0.50549
ZNF366,0.065294
TNPO1,0.74291
FCHO2,0.94655
TMEM171,0.99633
TMEM174,0.51419
FOXD1,0.43957
BTF3,0.58325
ANKRA2,0.83815
UTP15,0.66672
ARHGEF28,0.21935
ENC1,0.70602
HEXB,0.93711
GFM2,0.60789
NSA2,0.51519
FAM169A,0.59598
GCNT4,0.47083
ANKRD31,0.18705
HMGCR,0.94762
CERT1,0.99394
POLK,0.9977
ANKDD1B,0.94383
POC5,0.6694
SV2C,0.89275
IQGAP2,0.41929
F2RL2,0.73445
F2R,0.78999
F2RL1,0.97368
S100Z,0.028888
CRHBP,0.81702
AGGF1,0.73406
ZBED3,0.93214
PDE8B,0.12781
WDR41,0.55695
OTP,0.60093
TBCA,0.30662
AP3B1,0.86721
SCAMP1,0.52842
LHFPL2,0.64189
ARSB,0.75586
DMGDH,0.73321
BHMT2,0.53755
BHMT,0.96511
JMY,0.45492
HOMER1,0.013536
TENT2,0.029805
CMYA5,0.26381
MTX3,0.58904
THBS4,0.28647
SERINC5,0.13788
SPZ1,0.3924
ZFYVE16,0.87744
FAM151B,0.71809
ANKRD34B,0.13336
DHFR,0.34128
MTRNR2L2,0.34092
MSH3,0.46517
RASGRF2,0.66201
CKMT2,0.45134
ZCCHC9,0.29907
ACOT12,0.9632
SSBP2,0.91496
ATG10,0.034698
RPS23,0.049815
